"station_name","month_num","mean_all_years_value","max_all_years_value","min_all_years_value","lower_5th_percentile","upper_95th_percentile","name"
"homathko","01",-3.39283594225734,9.10000038146973,-26.5,-11.6999998092651,3,"Air_Temp"
"homathko","01",313.848146950037,704,164.699996948242,192.199996948242,633.100006103516,"Snow_Depth_qaqc"
"homathko","02",-6.36926713965208,11.3000001907349,-25.7000007629395,-18,0.300000011920929,"Air_Temp"
"homathko","02",381.969014576965,1036.5,254.199996948242,267.899993896484,987.619995117188,"Snow_Depth_qaqc"
"homathko","03",-2.94927144732328,13.5,-19.1000003814697,-9.5,4.5,"Air_Temp"
"homathko","03",418.977313023217,1187.5,235.5,249.359997558594,1108.9,"Snow_Depth_qaqc"
"homathko","04",-0.240996648732725,15,-11.8000001907349,-6.69999980926514,8.30000019073486,"Air_Temp"
"homathko","04",473.03294286323,1580.5,221.199996948242,225.699996948242,1483.1,"Snow_Depth_qaqc"
"homathko","05",5.90174919081324,22.3999996185303,-4.40000009536743,-1.79999995231628,15.3999996185303,"Air_Temp"
"homathko","05",370.690791167666,1568.5,66.1999969482422,113.229998779297,1406.2,"Snow_Depth_qaqc"
"homathko","06",8.66402778264342,29.7000007629395,-1.20000004768372,1.60000002384186,19.1000003814697,"Air_Temp"
"homathko","06",98.9740191850161,449.5,0,0,318.600006103516,"Snow_Depth_qaqc"
"homathko","07",12.1506169337071,25.2000007629395,2.59999990463257,5.59999990463257,20.3999996185303,"Air_Temp"
"homathko","07",8.6888951577893,144.5,0,0,93.3499969482418,"Snow_Depth_qaqc"
"homathko","08",12.8565697383033,27.6000003814697,2.20000004768372,6.09999990463257,21.5,"Air_Temp"
"homathko","08",0,0,0,0,0,"Snow_Depth_qaqc"
"homathko","09",8.8324463819868,23.6000003814697,-2.90000009536743,1.60000002384186,17.3999996185303,"Air_Temp"
"homathko","09",0,0,0,0,0,"Snow_Depth_qaqc"
"homathko","10",3.49453932539131,20.1000003814697,-11.1999998092651,-3.5,14.8999996185303,"Air_Temp"
"homathko","10",12.9710397861995,82.5,0,0.100000001490116,37.5,"Snow_Depth_qaqc"
"homathko","11",-1.34925702268386,10.6000003814697,-21,-8,6.09999990463257,"Air_Temp"
"homathko","11",57.5557854397335,214.600006103516,0,1.95500900149346,152.244999694824,"Snow_Depth_qaqc"
"homathko","12",-4.37427315334392,9.60000038146973,-27.6000003814697,-14.5200000762939,1.89999997615814,"Air_Temp"
"homathko","12",167.623865052111,427.5,35.5,48.5149997711182,274.75,"Snow_Depth_qaqc"
