"station_name","year","month_num","mean_monthly","max_monthly","min_monthly","lower_5th_percentile","upper_95th_percentile","name"
"datlamen","2014","10",8.14414114913633,14.9359998703003,1.45299994945526,3.85400009155273,13.1536502838135,"Air_Temp"
"datlamen","2014","10",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2014","11",3.76900834269472,11.7340002059937,-7.28399991989136,-1.52844995260239,7.61899995803833,"Air_Temp"
"datlamen","2014","11",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2014","12",3.76100537634044,9.1879997253418,-3.95600008964539,-0.558800023794174,7.712499833107,"Air_Temp"
"datlamen","2014","12",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2015","01",4.83270429804363,10.8579998016357,-3.68700003623962,-1.38399994373322,8.73824968338013,"Air_Temp"
"datlamen","2015","01",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2015","02",4.20575893003011,12.2679996490479,-2.3050000667572,-0.183600002527237,8.81404972076416,"Air_Temp"
"datlamen","2015","02",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2015","03",4.85318145796879,11.5649995803833,-3.41899991035461,0.139200004935265,9.03999996185303,"Air_Temp"
"datlamen","2015","03",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2015","04",4.46828195510186,12.2679996490479,-1.64100003242493,0.38400000333786,9.43750038146973,"Air_Temp"
"datlamen","2015","04",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2015","05",10.4781801171841,21.8430004119873,1.61500000953674,3.56399989128113,19.6705496788025,"Air_Temp"
"datlamen","2015","05",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2015","06",11.9172055462996,23.0879993438721,4.03700017929077,6.78800010681152,18.4139995574951,"Air_Temp"
"datlamen","2015","06",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2015","07",14.6192647904478,30.318000793457,5.89799976348877,9.56549963951111,24.4152992248535,"Air_Temp"
"datlamen","2015","07",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2015","08",13.125821230873,21.4370002746582,6.73699998855591,9.4008496761322,17.8083500862122,"Air_Temp"
"datlamen","2015","08",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2015","09",10.0455347246594,18.3659992218018,3.85400009155273,5.64070019721985,15.2469997406006,"Air_Temp"
"datlamen","2015","09",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2015","10",8.5977338866521,16.128999710083,1.56099998950958,4.11889977455139,13.5098496437073,"Air_Temp"
"datlamen","2015","10",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2015","11",3.16792361519054,10.7849998474121,-2.94700002670288,-0.648000001907349,7.57149977684021,"Air_Temp"
"datlamen","2015","11",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2015","12",1.89248656072111,7.51900005340576,-3.41899991035461,-1.21300005912781,5.94134986400604,"Air_Temp"
"datlamen","2015","12",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2016","01",3.63280779977519,9.33600044250488,-3.56800007820129,0.135000005364418,6.71199989318848,"Air_Temp"
"datlamen","2016","01",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2016","02",4.43975143551013,10.6870002746582,-0.788999974727631,0.570250019431114,8.28225040435791,"Air_Temp"
"datlamen","2016","02",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2016","03",4.63826881765678,21.2940006256104,-1.44099998474121,0.388200002908707,10.46994972229,"Air_Temp"
"datlamen","2016","03",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2016","04",6.45320418294933,15.7480001449585,0.38400000333786,2.34299993515015,11.4670000076294,"Air_Temp"
"datlamen","2016","04",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2016","05",9.2308051102264,24.2670001983643,1.72399997711182,4.38769993782043,18.3011503219605,"Air_Temp"
"datlamen","2016","05",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2016","06",10.6472972442706,19.4130001068115,3.16799998283386,6.40414998531342,16.5832007408142,"Air_Temp"
"datlamen","2016","06",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2016","07",13.2575725932275,26.8910007476807,8.91600036621094,10.0787498950958,18.0499493598938,"Air_Temp"
"datlamen","2016","07",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2016","08",14.8519005326815,25.2830009460449,8.09500026702881,10.9799995422363,21.9245993614197,"Air_Temp"
"datlamen","2016","08",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2016","09",11.2514055775272,21.0790004730225,3.64299988746643,6.81300020217896,16.1060009002686,"Air_Temp"
"datlamen","2016","09",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2016","10",7.12501880879043,13.6420001983643,1.17999994754791,3.12379994392395,10.9173000812531,"Air_Temp"
"datlamen","2016","10",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
"datlamen","2016","11",5.25147951311978,11.9040002822876,-2.13100004196167,0.356000006198883,9.50899982452393,"Air_Temp"
"datlamen","2016","11",NA,-Inf,Inf,NA,NA,"Snow_Depth_qaqc"
