"station_name","month_num","mean_all_years_value","max_all_years_value","min_all_years_value","lower_5th_percentile","upper_95th_percentile","name"
"plummerhut","01",-9.37326948567774,15.3000001907349,-30.2000007629395,-17.8999996185303,-1.47499999403954,"Air_Temp"
"plummerhut","02",-10.6575221376642,35.2999992370605,-31.2000007629395,-20.6000003814697,-2.09999990463257,"Air_Temp"
"plummerhut","03",-10.2117171801978,2.70000004768372,-27.2000007629395,-16.4549998283386,-3.59999990463257,"Air_Temp"
"plummerhut","04",-7.83282985949578,21.6000003814697,-18.7999992370605,-15.8000001907349,2,"Air_Temp"
"plummerhut","05",-2.23281249643794,13,-13.3000001907349,-10.1999998092651,8.30000019073486,"Air_Temp"
"plummerhut","06",1.07829861091967,19.5,-8.69999980926514,-6.09999990463257,11.3050001621246,"Air_Temp"
"plummerhut","07",4.82430883701225,17.2999992370605,-5.19999980926514,-1.57500001788139,12.1000003814697,"Air_Temp"
"plummerhut","08",5.01034946099264,16.3999996185303,-5,-1.52500000596046,12.8000001907349,"Air_Temp"
"plummerhut","09",2.45524766189822,44,-8.39999961853027,-5.19999980926514,11,"Air_Temp"
"plummerhut","10",-2.8070430164656,14.3000001907349,-17.7000007629395,-11.2049998283386,8.30000019073486,"Air_Temp"
"plummerhut","11",-7.12316666856201,39,-23.3999996185303,-16.4049996376038,2.59999990463257,"Air_Temp"
"plummerhut","12",-8.9778197518677,31.8999996185303,-29.3999996185303,-19.2000007629395,1,"Air_Temp"
