"station_name","month_num","mean_all_years_value","max_all_years_value","min_all_years_value","lower_5th_percentile","upper_95th_percentile","name"
"upperrussell","01",0.499871351080911,30.1599998474121,-26.5900001525879,-7.40400009155273,5.23999977111816,"Air_Temp"
"upperrussell","01",37.2937434133259,110.064002990723,0.316000014543533,8.51500034332275,83.3861015319823,"Snow_Depth_qaqc"
"upperrussell","02",0.0028169870315045,39.9500007629395,-17.7999992370605,-9.14000034332275,5.07000017166138,"Air_Temp"
"upperrussell","02",54.7821057351489,214.018997192383,8.51500034332275,17.7549999237061,118.786847305298,"Snow_Depth_qaqc"
"upperrussell","03",0.994363843053134,39.9799995422363,-40,-8.75675015449524,11.4399995803833,"Air_Temp"
"upperrussell","03",69.1671881854048,159.891006469727,0,26.1681500434876,137.184005737305,"Snow_Depth_qaqc"
"upperrussell","04",2.2511924345399,35.9199981689453,-40,-8.52250027656555,12.2625002861023,"Air_Temp"
"upperrussell","04",49.7245146529038,207.195999145508,0,0,136.158448028564,"Snow_Depth_qaqc"
"upperrussell","05",9.43822985773365,39.9599990844727,-7.17000007629395,0.660000026226044,20.6659999847412,"Air_Temp"
"upperrussell","05",9.30880724543646,84.8479995727539,0,0,63.0999984741211,"Snow_Depth_qaqc"
"upperrussell","06",9.38989729588902,33.3699989318848,-22.9799995422363,-3.03999996185303,20.5260005950928,"Air_Temp"
"upperrussell","06",0,0,0,0,0,"Snow_Depth_qaqc"
"upperrussell","07",7.22859094969388,32.6100006103516,-28.8700008392334,-25.5085001945496,22.4200000762939,"Air_Temp"
"upperrussell","07",0,0,0,0,0,"Snow_Depth_qaqc"
"upperrussell","08",6.40846451633513,36.9099998474121,-31.6700000762939,-28.3099994659424,23.8895000457764,"Air_Temp"
"upperrussell","08",0,0,0,0,0,"Snow_Depth_qaqc"
"upperrussell","09",3.74305694798628,30.9400005340576,-29.7099990844727,-28.7000007629395,19.6609998703003,"Air_Temp"
"upperrussell","09",0,0,0,0,0,"Snow_Depth_qaqc"
"upperrussell","10",2.30277309549821,22.75,-28.9300003051758,-24.7099990844727,13.0799999237061,"Air_Temp"
"upperrussell","10",38.4118447031795,233.960998535156,0,0,230.492004394531,"Snow_Depth_qaqc"
"upperrussell","11",2.29079344708291,13.2799997329712,-9.28999996185303,-3.50349999666214,7.6399998664856,"Air_Temp"
"upperrussell","11",7.90813547784055,52.9830017089844,0,0,25.3999996185303,"Snow_Depth_qaqc"
"upperrussell","12",-0.282913501411932,17.2999992370605,-39.5999984741211,-8.82999992370605,5.53280000686646,"Air_Temp"
"upperrussell","12",28.6431906779605,115.740997314453,0,1.89199995994568,71.9082489013672,"Snow_Depth_qaqc"
