2024-01-13_15:00:37 findSpikes obs:obs 1 spikes found 
2024-01-13_15:00:37 deleteSpikes obs:filter(at_threhsold, is.na(Air_Temp) == F)1  values set to NA_real_ 
2024-01-13_15:00:37 findFlatlines obs:obs 106 flatline vals found 
2024-01-13_15:00:37 deleteFlatlines obs:filter(at_spike_delete, is.na(Air_Temp) == F)106  values set to NA_real_ 
2024-01-19_16:35:42 findSpikes obs:obs 1 spikes found 
2024-01-19_16:35:42 deleteSpikes obs:filter(at_threhsold, is.na(Air_Temp) == F)1  values set to NA_real_ 
2024-01-19_16:35:42 findFlatlines obs:obs 106 flatline vals found 
2024-01-19_16:35:42 deleteFlatlines obs:filter(at_spike_delete, is.na(Air_Temp) == F)106  values set to NA_real_ 
