"variable","datetime","gap.length"
"PC_Raw_Pipe",2022-10-01 06:00:00,7
"PC_Raw_Pipe",2022-11-06 22:00:00,6
"PC_Raw_Pipe",2022-11-07 07:00:00,7
"PC_Raw_Pipe",2022-11-08 09:00:00,25
"PC_Raw_Pipe",2022-11-08 19:00:00,9
"PC_Raw_Pipe",2022-11-28 06:00:00,4
"PC_Raw_Pipe",2022-11-29 06:00:00,13
"PC_Raw_Pipe",2022-11-29 16:00:00,5
"PC_Raw_Pipe",2022-11-29 22:00:00,4
"PC_Raw_Pipe",2022-12-01 20:00:00,42
"PC_Raw_Pipe",2022-12-23 05:00:00,143
"PC_Raw_Pipe",2023-01-19 10:00:00,9
"PC_Raw_Pipe",2023-01-22 11:00:00,13
"PC_Raw_Pipe",2023-01-23 02:00:00,11
"PC_Raw_Pipe",2023-01-23 10:00:00,6
"PC_Raw_Pipe",2023-01-29 15:00:00,32
"PC_Raw_Pipe",2023-01-31 23:00:00,54
"PC_Raw_Pipe",2023-02-01 04:00:00,4
"PC_Raw_Pipe",2023-02-01 14:00:00,5
"PC_Raw_Pipe",2023-02-09 02:00:00,34
"PC_Raw_Pipe",2023-02-11 09:00:00,4
"PC_Raw_Pipe",2023-02-13 11:00:00,9
"PC_Raw_Pipe",2023-02-14 12:00:00,22
"PC_Raw_Pipe",2023-02-17 13:00:00,68
"PC_Raw_Pipe",2023-02-18,6
"PC_Raw_Pipe",2023-02-19,5
"PC_Raw_Pipe",2023-02-19 08:00:00,7
"PC_Raw_Pipe",2023-03-01 20:00:00,215
"PC_Raw_Pipe",2023-03-02 18:00:00,8
"PC_Raw_Pipe",2023-03-03 12:00:00,7
"PC_Raw_Pipe",2023-03-05 13:00:00,4
"PC_Raw_Pipe",2023-03-06 13:00:00,21
"PC_Raw_Pipe",2023-03-09 10:00:00,11
"PC_Raw_Pipe",2023-03-10 11:00:00,16
"PC_Raw_Pipe",2023-03-11 11:00:00,17
"PC_Raw_Pipe",2023-03-12 13:00:00,21
"PC_Raw_Pipe",2023-03-13 13:00:00,20
"PC_Raw_Pipe",2023-03-14 13:00:00,20
"PC_Raw_Pipe",2023-03-15 11:00:00,20
"PC_Raw_Pipe",2023-03-16 10:00:00,16
"PC_Raw_Pipe",2023-03-17 08:00:00,13
"PC_Raw_Pipe",2023-03-23 10:00:00,8
"PC_Raw_Pipe",2023-03-24 10:00:00,12
"PC_Raw_Pipe",2023-03-25 12:00:00,19
"PC_Raw_Pipe",2023-03-26 12:00:00,19
"PC_Raw_Pipe",2023-03-27 08:00:00,15
"PC_Raw_Pipe",2023-03-28 09:00:00,13
"PC_Raw_Pipe",2023-03-29 08:00:00,9
"PC_Raw_Pipe",2023-03-30 08:00:00,4
"PC_Raw_Pipe",2023-04-01 13:00:00,32
"PC_Raw_Pipe",2023-04-02 12:00:00,20
"PC_Raw_Pipe",2023-04-03 10:00:00,16
"PC_Raw_Pipe",2023-04-04 10:00:00,15
"PC_Raw_Pipe",2023-04-05 03:00:00,7
"PC_Raw_Pipe",2023-04-05 12:00:00,7
"PC_Raw_Pipe",2023-04-06,6
"PC_Raw_Pipe",2023-04-07 09:00:00,4
"PC_Raw_Pipe",2023-04-07 18:00:00,5
"PC_Raw_Pipe",2023-04-08 11:00:00,15
"PC_Raw_Pipe",2023-04-10 12:00:00,20
"PC_Raw_Pipe",2023-04-11 13:00:00,19
"PC_Raw_Pipe",2023-04-12 10:00:00,16
"PC_Raw_Pipe",2023-04-13 10:00:00,14
"PC_Raw_Pipe",2023-04-14 09:00:00,11
"PC_Raw_Pipe",2023-04-15 10:00:00,12
"PC_Raw_Pipe",2023-04-16,7
"PC_Raw_Pipe",2023-04-17 11:00:00,19
"PC_Raw_Pipe",2023-04-18 10:00:00,21
"PC_Raw_Pipe",2023-04-19 10:00:00,16
"PC_Raw_Pipe",2023-04-20 15:00:00,21
"PC_Raw_Pipe",2023-04-21 08:00:00,15
"PC_Raw_Pipe",2023-04-22 10:00:00,13
"PC_Raw_Pipe",2023-04-24 07:00:00,11
"PC_Raw_Pipe",2023-07-21 04:00:00,122
"PC_Raw_Pipe",2023-10-01 06:00:00,7
"PC_Raw_Pipe",2024-01-12 08:00:00,14
"PC_Raw_Pipe",2024-01-12 17:00:00,7
