2024-01-19_16:17:17 interpolate dataframe:sd_raw Variables:Snow_Depth_qaqc methods:linear maxlength:1440 
2024-01-19_16:20:02 interpolate dataframe:sd_raw Variables:Snow_Depth_qaqc methods:linear maxlength:1440 
