2024-01-20_12:42:38 interpolate dataframe:qc_data Variables:Air_Temp methods:linear maxlength:3 
2024-01-20_12:45:15 interpolate dataframe:qc_data Variables:Air_Temp methods:linear maxlength:3 
2024-02-02_16:27:07 interpolate dataframe:qc_data Variables:Air_Temp methods:linear maxlength:3 
