2024-01-19_16:29:23 interpolate dataframe:sd_raw Variables:Snow_Depth_qaqc methods:linear maxlength:1440 
2024-01-19_16:30:33 interpolate dataframe:sd_raw Variables:Snow_Depth_qaqc methods:linear maxlength:1440 
