Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12
MatLabTime,year,month,day,hour,minute,second,WatYr,Precip_raw,Precip_raw_annual,Precip_filtered,Precip_filtered_annual
n of days from January 0 0000,year n,month n,day n,hour n,minute n,second n,n starting on oct 1 of the previous calendar year (WatYr 2020 starts on 2019 oct 1),mm,mm reset every Oct 1,mm,mm reset every Oct 1
736498.4583,2016,6,17,11,0,0,2016,133,1,132,0
736498.5,2016,6,17,12,0,0,2016,136,4,132,0
736498.5417,2016,6,17,13,0,0,2016,144,12,,
736498.5833,2016,6,17,14,0,0,2016,140,8,,
736498.625,2016,6,17,15,0,0,2016,143,11,132,0
736498.6667,2016,6,17,16,0,0,2016,143,11,132,0
736498.7083,2016,6,17,17,0,0,2016,145,13,,
736498.75,2016,6,17,18,0,0,2016,144,12,,
736498.7917,2016,6,17,19,0,0,2016,139,7,132,0
736498.8333,2016,6,17,20,0,0,2016,136,4,132,0
736498.875,2016,6,17,21,0,0,2016,132,0,132,0
736498.9167,2016,6,17,22,0,0,2016,132,0,132,0
736498.9583,2016,6,17,23,0,0,2016,133,1,133,0.85847
736499,2016,6,18,0,0,0,2016,133,1,133,0.85847
736499.0417,2016,6,18,1,0,0,2016,133,1,133,0.85847
736499.0833,2016,6,18,2,0,0,2016,134,2,134,1.7169
736499.125,2016,6,18,3,0,0,2016,135,3,135,2.5754
736499.1667,2016,6,18,4,0,0,2016,135,3,135,2.5754
736499.2083,2016,6,18,5,0,0,2016,136,4,,
736499.25,2016,6,18,6,0,0,2016,135,3,,
736499.2917,2016,6,18,7,0,0,2016,137,5,136,3.4339
736499.3333,2016,6,18,8,0,0,2016,139,7,136,3.4339
736499.375,2016,6,18,9,0,0,2016,140,8,136,3.4339
736499.4167,2016,6,18,10,0,0,2016,144,12,136,3.4339
736499.4583,2016,6,18,11,0,0,2016,144,12,136,3.4339
736499.5,2016,6,18,12,0,0,2016,145,13,,
736499.5417,2016,6,18,13,0,0,2016,142,10,,
736499.5833,2016,6,18,14,0,0,2016,145,13,136,3.4339
736499.625,2016,6,18,15,0,0,2016,145,13,136,3.4339
736499.6667,2016,6,18,16,0,0,2016,145,13,136,3.4339
736499.7083,2016,6,18,17,0,0,2016,141,9,136,3.4339
736499.75,2016,6,18,18,0,0,2016,140,8,136,3.4339
736499.7917,2016,6,18,19,0,0,2016,138,6,136,3.4339
736499.8333,2016,6,18,20,0,0,2016,136,4,136,3.4339
736499.875,2016,6,18,21,0,0,2016,136,4,136,3.4339
736499.9167,2016,6,18,22,0,0,2016,136,4,136,3.4339
736499.9583,2016,6,18,23,0,0,2016,136,4,136,3.4339
736500,2016,6,19,0,0,0,2016,136,4,136,3.4339
736500.0417,2016,6,19,1,0,0,2016,136,4,136,3.4339
736500.0833,2016,6,19,2,0,0,2016,136,4,136,3.4339
736500.125,2016,6,19,3,0,0,2016,136,4,136,3.4339
736500.1667,2016,6,19,4,0,0,2016,137,5,137,4.2923
736500.2083,2016,6,19,5,0,0,2016,137,5,137,4.2923
736500.25,2016,6,19,6,0,0,2016,137,5,137,4.2923
736500.2917,2016,6,19,7,0,0,2016,138,6,138,5.1508
736500.3333,2016,6,19,8,0,0,2016,140,8,139,6.0093
736500.375,2016,6,19,9,0,0,2016,140,8,139,6.0093
736500.4167,2016,6,19,10,0,0,2016,141,9,139,6.0093
736500.4583,2016,6,19,11,0,0,2016,144,12,139,6.0093
736500.5,2016,6,19,12,0,0,2016,145,13,139,6.0093
736500.5417,2016,6,19,13,0,0,2016,147,15,139,6.0093
736500.5833,2016,6,19,14,0,0,2016,147,15,139,6.0093
736500.625,2016,6,19,15,0,0,2016,144,12,,
736500.6667,2016,6,19,16,0,0,2016,146,14,,
736500.7083,2016,6,19,17,0,0,2016,140,8,139,6.0093
736500.75,2016,6,19,18,0,0,2016,139,7,139,6.0093
736500.7917,2016,6,19,19,0,0,2016,139,7,139,6.0093
736500.8333,2016,6,19,20,0,0,2016,140,8,139,6.0093
736500.875,2016,6,19,21,0,0,2016,140,8,139,6.0093
736500.9167,2016,6,19,22,0,0,2016,141,9,139,6.0093
736500.9583,2016,6,19,23,0,0,2016,142,10,139,6.0093
736501,2016,6,20,0,0,0,2016,143,11,139,6.0093
736501.0417,2016,6,20,1,0,0,2016,144,12,139,6.0093
736501.0833,2016,6,20,2,0,0,2016,144,12,139,6.0093
736501.125,2016,6,20,3,0,0,2016,144,12,139,6.0093
736501.1667,2016,6,20,4,0,0,2016,145,13,139,6.0093
736501.2083,2016,6,20,5,0,0,2016,145,13,139,6.0093
736501.25,2016,6,20,6,0,0,2016,145,13,139,6.0093
736501.2917,2016,6,20,7,0,0,2016,143,11,139,6.0093
736501.3333,2016,6,20,8,0,0,2016,141,9,139,6.0093
736501.375,2016,6,20,9,0,0,2016,140,8,139,6.0093
736501.4167,2016,6,20,10,0,0,2016,140,8,139,6.0093
736501.4583,2016,6,20,11,0,0,2016,139,7,139,6.0093
736501.5,2016,6,20,12,0,0,2016,139,7,139,6.0093
736501.5417,2016,6,20,13,0,0,2016,140,8,139,6.0093
736501.5833,2016,6,20,14,0,0,2016,142,10,,
736501.625,2016,6,20,15,0,0,2016,140,8,139,6.0093
736501.6667,2016,6,20,16,0,0,2016,140,8,139,6.0093
736501.7083,2016,6,20,17,0,0,2016,139,7,139,6.0093
736501.75,2016,6,20,18,0,0,2016,139,7,139,6.0093
736501.7917,2016,6,20,19,0,0,2016,138,6,,
736501.8333,2016,6,20,20,0,0,2016,139,7,139,6.0093
736501.875,2016,6,20,21,0,0,2016,140,8,140,6.8677
736501.9167,2016,6,20,22,0,0,2016,142,10,142,8.5847
736501.9583,2016,6,20,23,0,0,2016,142,10,142,8.5847
736502,2016,6,21,0,0,0,2016,142,10,142,8.5847
736502.0417,2016,6,21,1,0,0,2016,143,11,143,9.4432
736502.0833,2016,6,21,2,0,0,2016,145,13,145,11.1601
736502.125,2016,6,21,3,0,0,2016,146,14,145,11.1601
736502.1667,2016,6,21,4,0,0,2016,146,14,145,11.1601
736502.2083,2016,6,21,5,0,0,2016,146,14,145,11.1601
736502.25,2016,6,21,6,0,0,2016,147,15,145,11.1601
736502.2917,2016,6,21,7,0,0,2016,147,15,145,11.1601
736502.3333,2016,6,21,8,0,0,2016,146,14,145,11.1601
736502.375,2016,6,21,9,0,0,2016,145,13,145,11.1601
736502.4167,2016,6,21,10,0,0,2016,144,12,,
736502.4583,2016,6,21,11,0,0,2016,143,11,,
736502.5,2016,6,21,12,0,0,2016,155,23,155,19.7448
736502.5417,2016,6,21,13,0,0,2016,164,32,164,27.471
736502.5833,2016,6,21,14,0,0,2016,165,33,,
736502.625,2016,6,21,15,0,0,2016,164,32,,
736502.6667,2016,6,21,16,0,0,2016,165,33,165,28.3295
736502.7083,2016,6,21,17,0,0,2016,165,33,165,28.3295
736502.75,2016,6,21,18,0,0,2016,165,33,165,28.3295
736502.7917,2016,6,21,19,0,0,2016,165,33,165,28.3295
736502.8333,2016,6,21,20,0,0,2016,165,33,165,28.3295
736502.875,2016,6,21,21,0,0,2016,166,34,166,29.1879
736502.9167,2016,6,21,22,0,0,2016,166,34,166,29.1879
736502.9583,2016,6,21,23,0,0,2016,166,34,166,29.1879
736503,2016,6,22,0,0,0,2016,166,34,166,29.1879
736503.0417,2016,6,22,1,0,0,2016,166,34,166,29.1879
736503.0833,2016,6,22,2,0,0,2016,166,34,166,29.1879
736503.125,2016,6,22,3,0,0,2016,166,34,166,29.1879
736503.1667,2016,6,22,4,0,0,2016,166,34,166,29.1879
736503.2083,2016,6,22,5,0,0,2016,166,34,166,29.1879
736503.25,2016,6,22,6,0,0,2016,166,34,166,29.1879
736503.2917,2016,6,22,7,0,0,2016,166,34,166,29.1879
736503.3333,2016,6,22,8,0,0,2016,166,34,166,29.1879
736503.375,2016,6,22,9,0,0,2016,166,34,166,29.1879
736503.4167,2016,6,22,10,0,0,2016,167,35,167,30.0464
736503.4583,2016,6,22,11,0,0,2016,169,37,169,31.7633
736503.5,2016,6,22,12,0,0,2016,170,38,170,32.6218
736503.5417,2016,6,22,13,0,0,2016,171,39,171,33.4803
736503.5833,2016,6,22,14,0,0,2016,171,39,171,33.4803
736503.625,2016,6,22,15,0,0,2016,173,41,173,35.1972
736503.6667,2016,6,22,16,0,0,2016,174,42,174,36.0557
736503.7083,2016,6,22,17,0,0,2016,176,44,176,37.7726
736503.75,2016,6,22,18,0,0,2016,178,46,178,39.4896
736503.7917,2016,6,22,19,0,0,2016,178,46,178,39.4896
736503.8333,2016,6,22,20,0,0,2016,178,46,178,39.4896
736503.875,2016,6,22,21,0,0,2016,178,46,178,39.4896
736503.9167,2016,6,22,22,0,0,2016,178,46,178,39.4896
736503.9583,2016,6,22,23,0,0,2016,178,46,178,39.4896
736504,2016,6,23,0,0,0,2016,178,46,178,39.4896
736504.0417,2016,6,23,1,0,0,2016,178,46,178,39.4896
736504.0833,2016,6,23,2,0,0,2016,178,46,178,39.4896
736504.125,2016,6,23,3,0,0,2016,178,46,178,39.4896
736504.1667,2016,6,23,4,0,0,2016,178,46,178,39.4896
736504.2083,2016,6,23,5,0,0,2016,179,47,179,40.348
736504.25,2016,6,23,6,0,0,2016,179,47,179,40.348
736504.2917,2016,6,23,7,0,0,2016,180,48,180,41.2065
736504.3333,2016,6,23,8,0,0,2016,181,49,181,42.065
736504.375,2016,6,23,9,0,0,2016,182,50,182,42.9234
736504.4167,2016,6,23,10,0,0,2016,183,51,183,43.7819
736504.4583,2016,6,23,11,0,0,2016,184,52,184,44.6404
736504.5,2016,6,23,12,0,0,2016,185,53,185,45.4988
736504.5417,2016,6,23,13,0,0,2016,187,55,187,47.2158
736504.5833,2016,6,23,14,0,0,2016,189,57,189,48.9327
736504.625,2016,6,23,15,0,0,2016,190,58,190,49.7912
736504.6667,2016,6,23,16,0,0,2016,190,58,190,49.7912
736504.7083,2016,6,23,17,0,0,2016,190,58,190,49.7912
736504.75,2016,6,23,18,0,0,2016,190,58,190,49.7912
736504.7917,2016,6,23,19,0,0,2016,190,58,190,49.7912
736504.8333,2016,6,23,20,0,0,2016,190,58,190,49.7912
736504.875,2016,6,23,21,0,0,2016,191,59,191,50.6497
736504.9167,2016,6,23,22,0,0,2016,191,59,191,50.6497
736504.9583,2016,6,23,23,0,0,2016,192,60,192,51.5081
736505,2016,6,24,0,0,0,2016,192,60,192,51.5081
736505.0417,2016,6,24,1,0,0,2016,192,60,192,51.5081
736505.0833,2016,6,24,2,0,0,2016,192,60,192,51.5081
736505.125,2016,6,24,3,0,0,2016,193,61,193,52.3666
736505.1667,2016,6,24,4,0,0,2016,193,61,193,52.3666
736505.2083,2016,6,24,5,0,0,2016,193,61,193,52.3666
736505.25,2016,6,24,6,0,0,2016,194,62,194,53.2251
736505.2917,2016,6,24,7,0,0,2016,194,62,194,53.2251
736505.3333,2016,6,24,8,0,0,2016,195,63,195,54.0835
736505.375,2016,6,24,9,0,0,2016,195,63,195,54.0835
736505.4167,2016,6,24,10,0,0,2016,195,63,195,54.0835
736505.4583,2016,6,24,11,0,0,2016,195,63,195,54.0835
736505.5,2016,6,24,12,0,0,2016,196,64,,
736505.5417,2016,6,24,13,0,0,2016,195,63,195,54.0835
736505.5833,2016,6,24,14,0,0,2016,195,63,195,54.0835
736505.625,2016,6,24,15,0,0,2016,195,63,195,54.0835
736505.6667,2016,6,24,16,0,0,2016,195,63,195,54.0835
736505.7083,2016,6,24,17,0,0,2016,196,64,,
736505.75,2016,6,24,18,0,0,2016,195,63,195,54.0835
736505.7917,2016,6,24,19,0,0,2016,195,63,195,54.0835
736505.8333,2016,6,24,20,0,0,2016,195,63,195,54.0835
736505.875,2016,6,24,21,0,0,2016,195,63,195,54.0835
736505.9167,2016,6,24,22,0,0,2016,195,63,195,54.0835
736505.9583,2016,6,24,23,0,0,2016,195,63,195,54.0835
736506,2016,6,25,0,0,0,2016,196,64,195,54.0835
736506.0417,2016,6,25,1,0,0,2016,196,64,195,54.0835
736506.0833,2016,6,25,2,0,0,2016,196,64,195,54.0835
736506.125,2016,6,25,3,0,0,2016,196,64,195,54.0835
736506.1667,2016,6,25,4,0,0,2016,196,64,195,54.0835
736506.2083,2016,6,25,5,0,0,2016,196,64,195,54.0835
736506.25,2016,6,25,6,0,0,2016,196,64,195,54.0835
736506.2917,2016,6,25,7,0,0,2016,195,63,195,54.0835
736506.3333,2016,6,25,8,0,0,2016,195,63,195,54.0835
736506.375,2016,6,25,9,0,0,2016,196,64,195,54.0835
736506.4167,2016,6,25,10,0,0,2016,198,66,195,54.0835
736506.4583,2016,6,25,11,0,0,2016,198,66,195,54.0835
736506.5,2016,6,25,12,0,0,2016,198,66,195,54.0835
736506.5417,2016,6,25,13,0,0,2016,200,68,195,54.0835
736506.5833,2016,6,25,14,0,0,2016,201,69,195,54.0835
736506.625,2016,6,25,15,0,0,2016,201,69,195,54.0835
736506.6667,2016,6,25,16,0,0,2016,201,69,195,54.0835
736506.7083,2016,6,25,17,0,0,2016,201,69,195,54.0835
736506.75,2016,6,25,18,0,0,2016,201,69,195,54.0835
736506.7917,2016,6,25,19,0,0,2016,201,69,195,54.0835
736506.8333,2016,6,25,20,0,0,2016,200,68,195,54.0835
736506.875,2016,6,25,21,0,0,2016,199,67,195,54.0835
736506.9167,2016,6,25,22,0,0,2016,197,65,195,54.0835
736506.9583,2016,6,25,23,0,0,2016,196,64,195,54.0835
736507,2016,6,26,0,0,0,2016,196,64,195,54.0835
736507.0417,2016,6,26,1,0,0,2016,196,64,195,54.0835
736507.0833,2016,6,26,2,0,0,2016,196,64,195,54.0835
736507.125,2016,6,26,3,0,0,2016,195,63,195,54.0835
736507.1667,2016,6,26,4,0,0,2016,195,63,195,54.0835
736507.2083,2016,6,26,5,0,0,2016,195,63,195,54.0835
736507.25,2016,6,26,6,0,0,2016,196,64,195,54.0835
736507.2917,2016,6,26,7,0,0,2016,198,66,195,54.0835
736507.3333,2016,6,26,8,0,0,2016,200,68,195,54.0835
736507.375,2016,6,26,9,0,0,2016,200,68,195,54.0835
736507.4167,2016,6,26,10,0,0,2016,199,67,,
736507.4583,2016,6,26,11,0,0,2016,201,69,,
736507.5,2016,6,26,12,0,0,2016,200,68,195,54.0835
736507.5417,2016,6,26,13,0,0,2016,199,67,195,54.0835
736507.5833,2016,6,26,14,0,0,2016,199,67,195,54.0835
736507.625,2016,6,26,15,0,0,2016,197,65,195,54.0835
736507.6667,2016,6,26,16,0,0,2016,197,65,195,54.0835
736507.7083,2016,6,26,17,0,0,2016,195,63,,
736507.75,2016,6,26,18,0,0,2016,196,64,,
736507.7917,2016,6,26,19,0,0,2016,189,57,189,54.0835
736507.8333,2016,6,26,20,0,0,2016,185,53,185,54.0835
736507.875,2016,6,26,21,0,0,2016,185,53,185,54.0835
736507.9167,2016,6,26,22,0,0,2016,185,53,185,54.0835
736507.9583,2016,6,26,23,0,0,2016,185,53,185,54.0835
736508,2016,6,27,0,0,0,2016,186,54,185,54.0835
736508.0417,2016,6,27,1,0,0,2016,186,54,185,54.0835
736508.0833,2016,6,27,2,0,0,2016,186,54,185,54.0835
736508.125,2016,6,27,3,0,0,2016,186,54,185,54.0835
736508.1667,2016,6,27,4,0,0,2016,186,54,185,54.0835
736508.2083,2016,6,27,5,0,0,2016,186,54,185,54.0835
736508.25,2016,6,27,6,0,0,2016,187,55,185,54.0835
736508.2917,2016,6,27,7,0,0,2016,187,55,185,54.0835
736508.3333,2016,6,27,8,0,0,2016,188,56,185,54.0835
736508.375,2016,6,27,9,0,0,2016,190,58,185,54.0835
736508.4167,2016,6,27,10,0,0,2016,191,59,,
736508.4583,2016,6,27,11,0,0,2016,188,56,,
736508.5,2016,6,27,12,0,0,2016,191,59,185,54.0835
736508.5417,2016,6,27,13,0,0,2016,195,63,185,54.0835
736508.5833,2016,6,27,14,0,0,2016,196,64,,
736508.625,2016,6,27,15,0,0,2016,195,63,185,54.0835
736508.6667,2016,6,27,16,0,0,2016,194,62,185,54.0835
736508.7083,2016,6,27,17,0,0,2016,194,62,185,54.0835
736508.75,2016,6,27,18,0,0,2016,193,61,185,54.0835
736508.7917,2016,6,27,19,0,0,2016,189,57,185,54.0835
736508.8333,2016,6,27,20,0,0,2016,186,54,185,54.0835
736508.875,2016,6,27,21,0,0,2016,184,52,184,54.0835
736508.9167,2016,6,27,22,0,0,2016,183,51,,
736508.9583,2016,6,27,23,0,0,2016,184,52,184,54.0835
736509,2016,6,28,0,0,0,2016,184,52,184,54.0835
736509.0417,2016,6,28,1,0,0,2016,184,52,184,54.0835
736509.0833,2016,6,28,2,0,0,2016,184,52,184,54.0835
736509.125,2016,6,28,3,0,0,2016,184,52,184,54.0835
736509.1667,2016,6,28,4,0,0,2016,185,53,,
736509.2083,2016,6,28,5,0,0,2016,184,52,,
736509.25,2016,6,28,6,0,0,2016,185,53,185,54.942
736509.2917,2016,6,28,7,0,0,2016,186,54,186,55.8005
736509.3333,2016,6,28,8,0,0,2016,189,57,187,56.6589
