Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12
MatLabTime,year,month,day,hour,minute,second,WatYr,Precip_raw,Precip_raw_annual,Precip_filtered,Precip_filtered_annual
n of days from January 0 0000,year n,month n,day n,hour n,minute n,second n,n starting on oct 1 of the previous calendar year (WatYr 2020 starts on 2019 oct 1),mm,mm reset every Oct 1,mm,mm reset every Oct 1
736650.7083,2016,11,16,17,0,0,2017,295,1,295,0
736650.75,2016,11,16,18,0,0,2017,296,2,295,0
736650.7917,2016,11,16,19,0,0,2017,296,2,295,0
736650.8333,2016,11,16,20,0,0,2017,296,2,295,0
736650.875,2016,11,16,21,0,0,2017,298,4,295,0
736650.9167,2016,11,16,22,0,0,2017,298,4,295,0
736650.9583,2016,11,16,23,0,0,2017,298,4,295,0
736651,2016,11,17,0,0,0,2017,297,3,295,0
736651.0417,2016,11,17,1,0,0,2017,297,3,295,0
736651.0833,2016,11,17,2,0,0,2017,297,3,295,0
736651.125,2016,11,17,3,0,0,2017,297,3,295,0
736651.1667,2016,11,17,4,0,0,2017,296,2,295,0
736651.2083,2016,11,17,5,0,0,2017,296,2,295,0
736651.25,2016,11,17,6,0,0,2017,296,2,295,0
736651.2917,2016,11,17,7,0,0,2017,298,4,295,0
736651.3333,2016,11,17,8,0,0,2017,298,4,295,0
736651.375,2016,11,17,9,0,0,2017,298,4,295,0
736651.4167,2016,11,17,10,0,0,2017,298,4,295,0
736651.4583,2016,11,17,11,0,0,2017,296,2,295,0
736651.5,2016,11,17,12,0,0,2017,296,2,295,0
736651.5417,2016,11,17,13,0,0,2017,295,1,295,0
736651.5833,2016,11,17,14,0,0,2017,295,1,295,0
736651.625,2016,11,17,15,0,0,2017,295,1,295,0
736651.6667,2016,11,17,16,0,0,2017,295,1,295,0
736651.7083,2016,11,17,17,0,0,2017,297,3,,
736651.75,2016,11,17,18,0,0,2017,296,2,,
736651.7917,2016,11,17,19,0,0,2017,298,4,,
736651.8333,2016,11,17,20,0,0,2017,297,3,295,0
736651.875,2016,11,17,21,0,0,2017,297,3,295,0
736651.9167,2016,11,17,22,0,0,2017,297,3,295,0
736651.9583,2016,11,17,23,0,0,2017,295,1,295,0
736652,2016,11,18,0,0,0,2017,295,1,295,0
736652.0417,2016,11,18,1,0,0,2017,296,2,295,0
736652.0833,2016,11,18,2,0,0,2017,298,4,,
736652.125,2016,11,18,3,0,0,2017,296,2,295,0
736652.1667,2016,11,18,4,0,0,2017,296,2,295,0
736652.2083,2016,11,18,5,0,0,2017,296,2,295,0
736652.25,2016,11,18,6,0,0,2017,296,2,295,0
736652.2917,2016,11,18,7,0,0,2017,296,2,295,0
736652.3333,2016,11,18,8,0,0,2017,296,2,295,0
736652.375,2016,11,18,9,0,0,2017,297,3,,
736652.4167,2016,11,18,10,0,0,2017,294,0,,
736652.4583,2016,11,18,11,0,0,2017,295,1,295,0
736652.5,2016,11,18,12,0,0,2017,295,1,295,0
736652.5417,2016,11,18,13,0,0,2017,295,1,295,0
736652.5833,2016,11,18,14,0,0,2017,296,2,296,0.90701
736652.625,2016,11,18,15,0,0,2017,297,3,297,1.814
736652.6667,2016,11,18,16,0,0,2017,297,3,297,1.814
736652.7083,2016,11,18,17,0,0,2017,297,3,297,1.814
736652.75,2016,11,18,18,0,0,2017,297,3,297,1.814
736652.7917,2016,11,18,19,0,0,2017,297,3,297,1.814
736652.8333,2016,11,18,20,0,0,2017,297,3,297,1.814
736652.875,2016,11,18,21,0,0,2017,298,4,298,2.721
736652.9167,2016,11,18,22,0,0,2017,298,4,298,2.721
736652.9583,2016,11,18,23,0,0,2017,296,2,,
736653,2016,11,19,0,0,0,2017,297,3,,
736653.0417,2016,11,19,1,0,0,2017,296,2,,
736653.0833,2016,11,19,2,0,0,2017,297,3,,
736653.125,2016,11,19,3,0,0,2017,299,5,299,3.628
736653.1667,2016,11,19,4,0,0,2017,300,6,300,4.5351
736653.2083,2016,11,19,5,0,0,2017,300,6,300,4.5351
736653.25,2016,11,19,6,0,0,2017,300,6,300,4.5351
736653.2917,2016,11,19,7,0,0,2017,301,7,300,4.5351
736653.3333,2016,11,19,8,0,0,2017,301,7,300,4.5351
736653.375,2016,11,19,9,0,0,2017,302,8,,
736653.4167,2016,11,19,10,0,0,2017,300,6,300,4.5351
736653.4583,2016,11,19,11,0,0,2017,300,6,300,4.5351
736653.5,2016,11,19,12,0,0,2017,301,7,301,5.4421
736653.5417,2016,11,19,13,0,0,2017,301,7,301,5.4421
736653.5833,2016,11,19,14,0,0,2017,300,6,,
736653.625,2016,11,19,15,0,0,2017,301,7,301,5.4421
736653.6667,2016,11,19,16,0,0,2017,301,7,301,5.4421
736653.7083,2016,11,19,17,0,0,2017,303,9,,
736653.75,2016,11,19,18,0,0,2017,302,8,,
736653.7917,2016,11,19,19,0,0,2017,301,7,301,5.4421
736653.8333,2016,11,19,20,0,0,2017,301,7,301,5.4421
736653.875,2016,11,19,21,0,0,2017,305,11,305,9.0701
736653.9167,2016,11,19,22,0,0,2017,306,12,306,9.9771
736653.9583,2016,11,19,23,0,0,2017,306,12,306,9.9771
736654,2016,11,20,0,0,0,2017,306,12,306,9.9771
736654.0417,2016,11,20,1,0,0,2017,306,12,306,9.9771
736654.0833,2016,11,20,2,0,0,2017,306,12,306,9.9771
736654.125,2016,11,20,3,0,0,2017,308,14,308,11.7911
736654.1667,2016,11,20,4,0,0,2017,308,14,308,11.7911
736654.2083,2016,11,20,5,0,0,2017,308,14,308,11.7911
736654.25,2016,11,20,6,0,0,2017,307,13,,
736654.2917,2016,11,20,7,0,0,2017,308,14,308,11.7911
736654.3333,2016,11,20,8,0,0,2017,308,14,308,11.7911
736654.375,2016,11,20,9,0,0,2017,310,16,310,13.6052
736654.4167,2016,11,20,10,0,0,2017,311,17,311,14.5122
736654.4583,2016,11,20,11,0,0,2017,314,20,314,17.2332
736654.5,2016,11,20,12,0,0,2017,317,23,317,19.9542
736654.5417,2016,11,20,13,0,0,2017,319,25,319,21.7683
736654.5833,2016,11,20,14,0,0,2017,322,28,322,24.4893
736654.625,2016,11,20,15,0,0,2017,323,29,323,25.3963
736654.6667,2016,11,20,16,0,0,2017,323,29,323,25.3963
736654.7083,2016,11,20,17,0,0,2017,323,29,323,25.3963
736654.75,2016,11,20,18,0,0,2017,324,30,324,26.3033
736654.7917,2016,11,20,19,0,0,2017,325,31,325,27.2103
736654.8333,2016,11,20,20,0,0,2017,326,32,326,28.1173
736654.875,2016,11,20,21,0,0,2017,327,33,327,29.0244
736654.9167,2016,11,20,22,0,0,2017,328,34,328,29.9314
736654.9583,2016,11,20,23,0,0,2017,329,35,329,30.8384
736655,2016,11,21,0,0,0,2017,329,35,329,30.8384
736655.0417,2016,11,21,1,0,0,2017,330,36,330,31.7454
736655.0833,2016,11,21,2,0,0,2017,331,37,331,32.6524
736655.125,2016,11,21,3,0,0,2017,331,37,331,32.6524
736655.1667,2016,11,21,4,0,0,2017,333,39,332,33.5594
736655.2083,2016,11,21,5,0,0,2017,333,39,332,33.5594
736655.25,2016,11,21,6,0,0,2017,332,38,332,33.5594
736655.2917,2016,11,21,7,0,0,2017,332,38,332,33.5594
736655.3333,2016,11,21,8,0,0,2017,333,39,333,34.4664
736655.375,2016,11,21,9,0,0,2017,334,40,,
736655.4167,2016,11,21,10,0,0,2017,333,39,333,34.4664
736655.4583,2016,11,21,11,0,0,2017,333,39,333,34.4664
736655.5,2016,11,21,12,0,0,2017,333,39,333,34.4664
736655.5417,2016,11,21,13,0,0,2017,333,39,333,34.4664
736655.5833,2016,11,21,14,0,0,2017,334,40,334,35.3734
736655.625,2016,11,21,15,0,0,2017,335,41,,
736655.6667,2016,11,21,16,0,0,2017,334,40,334,35.3734
736655.7083,2016,11,21,17,0,0,2017,333,39,,
736655.75,2016,11,21,18,0,0,2017,334,40,334,35.3734
736655.7917,2016,11,21,19,0,0,2017,335,41,,
736655.8333,2016,11,21,20,0,0,2017,333,39,,
736655.875,2016,11,21,21,0,0,2017,334,40,334,35.3734
736655.9167,2016,11,21,22,0,0,2017,335,41,335,36.2804
736655.9583,2016,11,21,23,0,0,2017,337,43,337,38.0945
736656,2016,11,22,0,0,0,2017,341,47,341,41.7225
736656.0417,2016,11,22,1,0,0,2017,347,53,347,47.1646
736656.0833,2016,11,22,2,0,0,2017,356,62,356,55.3277
736656.125,2016,11,22,3,0,0,2017,360,66,360,58.9557
736656.1667,2016,11,22,4,0,0,2017,361,67,,
736656.2083,2016,11,22,5,0,0,2017,360,66,,
736656.25,2016,11,22,6,0,0,2017,361,67,361,59.8627
736656.2917,2016,11,22,7,0,0,2017,361,67,361,59.8627
736656.3333,2016,11,22,8,0,0,2017,361,67,361,59.8627
736656.375,2016,11,22,9,0,0,2017,362,68,362,60.7697
736656.4167,2016,11,22,10,0,0,2017,365,71,365,63.4908
736656.4583,2016,11,22,11,0,0,2017,365,71,365,63.4908
736656.5,2016,11,22,12,0,0,2017,364,70,,
736656.5417,2016,11,22,13,0,0,2017,366,72,,
736656.5833,2016,11,22,14,0,0,2017,365,71,365,63.4908
736656.625,2016,11,22,15,0,0,2017,364,70,,
736656.6667,2016,11,22,16,0,0,2017,366,72,366,64.3978
736656.7083,2016,11,22,17,0,0,2017,366,72,366,64.3978
736656.75,2016,11,22,18,0,0,2017,367,73,367,65.3048
736656.7917,2016,11,22,19,0,0,2017,367,73,367,65.3048
736656.8333,2016,11,22,20,0,0,2017,367,73,367,65.3048
736656.875,2016,11,22,21,0,0,2017,367,73,367,65.3048
736656.9167,2016,11,22,22,0,0,2017,367,73,367,65.3048
736656.9583,2016,11,22,23,0,0,2017,367,73,367,65.3048
736657,2016,11,23,0,0,0,2017,368,74,368,66.2118
736657.0417,2016,11,23,1,0,0,2017,370,76,,
736657.0833,2016,11,23,2,0,0,2017,369,75,369,67.1188
736657.125,2016,11,23,3,0,0,2017,368,74,,
736657.1667,2016,11,23,4,0,0,2017,369,75,369,67.1188
736657.2083,2016,11,23,5,0,0,2017,370,76,370,68.0258
736657.25,2016,11,23,6,0,0,2017,370,76,370,68.0258
736657.2917,2016,11,23,7,0,0,2017,370,76,370,68.0258
736657.3333,2016,11,23,8,0,0,2017,370,76,370,68.0258
736657.375,2016,11,23,9,0,0,2017,371,77,371,68.9328
736657.4167,2016,11,23,10,0,0,2017,371,77,371,68.9328
736657.4583,2016,11,23,11,0,0,2017,372,78,,
736657.5,2016,11,23,12,0,0,2017,371,77,,
736657.5417,2016,11,23,13,0,0,2017,372,78,372,69.8399
736657.5833,2016,11,23,14,0,0,2017,373,79,,
736657.625,2016,11,23,15,0,0,2017,372,78,372,69.8399
736657.6667,2016,11,23,16,0,0,2017,372,78,372,69.8399
736657.7083,2016,11,23,17,0,0,2017,371,77,,
736657.75,2016,11,23,18,0,0,2017,372,78,372,69.8399
736657.7917,2016,11,23,19,0,0,2017,372,78,372,69.8399
736657.8333,2016,11,23,20,0,0,2017,374,80,374,71.6539
736657.875,2016,11,23,21,0,0,2017,378,84,378,75.2819
736657.9167,2016,11,23,22,0,0,2017,387,93,387,83.445
736657.9583,2016,11,23,23,0,0,2017,389,95,389,85.259
736658,2016,11,24,0,0,0,2017,392,98,392,87.9801
736658.0417,2016,11,24,1,0,0,2017,395,101,395,90.7011
736658.0833,2016,11,24,2,0,0,2017,396,102,396,91.6081
736658.125,2016,11,24,3,0,0,2017,398,104,398,93.4221
736658.1667,2016,11,24,4,0,0,2017,399,105,399,94.3292
736658.2083,2016,11,24,5,0,0,2017,399,105,399,94.3292
736658.25,2016,11,24,6,0,0,2017,400,106,400,95.2362
736658.2917,2016,11,24,7,0,0,2017,401,107,401,96.1432
736658.3333,2016,11,24,8,0,0,2017,402,108,402,97.0502
736658.375,2016,11,24,9,0,0,2017,403,109,403,97.9572
736658.4167,2016,11,24,10,0,0,2017,404,110,,
736658.4583,2016,11,24,11,0,0,2017,403,109,,
736658.5,2016,11,24,12,0,0,2017,404,110,404,98.8642
736658.5417,2016,11,24,13,0,0,2017,404,110,404,98.8642
736658.5833,2016,11,24,14,0,0,2017,405,111,405,99.7712
736658.625,2016,11,24,15,0,0,2017,405,111,405,99.7712
736658.6667,2016,11,24,16,0,0,2017,405,111,405,99.7712
736658.7083,2016,11,24,17,0,0,2017,407,113,,
736658.75,2016,11,24,18,0,0,2017,406,112,405,99.7712
736658.7917,2016,11,24,19,0,0,2017,406,112,405,99.7712
736658.8333,2016,11,24,20,0,0,2017,407,113,,
736658.875,2016,11,24,21,0,0,2017,406,112,405,99.7712
736658.9167,2016,11,24,22,0,0,2017,406,112,405,99.7712
736658.9583,2016,11,24,23,0,0,2017,405,111,405,99.7712
736659,2016,11,25,0,0,0,2017,405,111,405,99.7712
736659.0417,2016,11,25,1,0,0,2017,407,113,405,99.7712
736659.0833,2016,11,25,2,0,0,2017,407,113,405,99.7712
736659.125,2016,11,25,3,0,0,2017,407,113,405,99.7712
736659.1667,2016,11,25,4,0,0,2017,406,112,405,99.7712
736659.2083,2016,11,25,5,0,0,2017,405,111,405,99.7712
736659.25,2016,11,25,6,0,0,2017,405,111,405,99.7712
736659.2917,2016,11,25,7,0,0,2017,406,112,,
736659.3333,2016,11,25,8,0,0,2017,405,111,,
736659.375,2016,11,25,9,0,0,2017,406,112,405,99.7712
736659.4167,2016,11,25,10,0,0,2017,407,113,,
736659.4583,2016,11,25,11,0,0,2017,405,111,,
736659.5,2016,11,25,12,0,0,2017,406,112,405,99.7712
736659.5417,2016,11,25,13,0,0,2017,407,113,405,99.7712
736659.5833,2016,11,25,14,0,0,2017,407,113,405,99.7712
736659.625,2016,11,25,15,0,0,2017,406,112,405,99.7712
736659.6667,2016,11,25,16,0,0,2017,406,112,405,99.7712
736659.7083,2016,11,25,17,0,0,2017,405,111,405,99.7712
736659.75,2016,11,25,18,0,0,2017,405,111,405,99.7712
736659.7917,2016,11,25,19,0,0,2017,405,111,405,99.7712
736659.8333,2016,11,25,20,0,0,2017,406,112,406,100.6782
736659.875,2016,11,25,21,0,0,2017,406,112,406,100.6782
736659.9167,2016,11,25,22,0,0,2017,406,112,406,100.6782
736659.9583,2016,11,25,23,0,0,2017,406,112,406,100.6782
736660,2016,11,26,0,0,0,2017,406,112,406,100.6782
736660.0417,2016,11,26,1,0,0,2017,406,112,406,100.6782
736660.0833,2016,11,26,2,0,0,2017,406,112,406,100.6782
736660.125,2016,11,26,3,0,0,2017,406,112,406,100.6782
736660.1667,2016,11,26,4,0,0,2017,407,113,406,100.6782
736660.2083,2016,11,26,5,0,0,2017,407,113,406,100.6782
736660.25,2016,11,26,6,0,0,2017,407,113,406,100.6782
736660.2917,2016,11,26,7,0,0,2017,408,114,,
736660.3333,2016,11,26,8,0,0,2017,407,113,,
736660.375,2016,11,26,9,0,0,2017,408,114,,
736660.4167,2016,11,26,10,0,0,2017,407,113,406,100.6782
736660.4583,2016,11,26,11,0,0,2017,407,113,406,100.6782
736660.5,2016,11,26,12,0,0,2017,406,112,,
736660.5417,2016,11,26,13,0,0,2017,407,113,,
736660.5833,2016,11,26,14,0,0,2017,405,111,,
736660.625,2016,11,26,15,0,0,2017,407,113,,
736660.6667,2016,11,26,16,0,0,2017,406,112,406,100.6782
736660.7083,2016,11,26,17,0,0,2017,406,112,406,100.6782
736660.75,2016,11,26,18,0,0,2017,408,114,407,101.5852
736660.7917,2016,11,26,19,0,0,2017,408,114,407,101.5852
736660.8333,2016,11,26,20,0,0,2017,408,114,407,101.5852
736660.875,2016,11,26,21,0,0,2017,407,113,407,101.5852
736660.9167,2016,11,26,22,0,0,2017,407,113,407,101.5852
736660.9583,2016,11,26,23,0,0,2017,407,113,407,101.5852
736661,2016,11,27,0,0,0,2017,407,113,407,101.5852
736661.0417,2016,11,27,1,0,0,2017,407,113,407,101.5852
736661.0833,2016,11,27,2,0,0,2017,407,113,407,101.5852
736661.125,2016,11,27,3,0,0,2017,407,113,407,101.5852
736661.1667,2016,11,27,4,0,0,2017,408,114,,
736661.2083,2016,11,27,5,0,0,2017,407,113,,
736661.25,2016,11,27,6,0,0,2017,408,114,408,102.4923
736661.2917,2016,11,27,7,0,0,2017,408,114,408,102.4923
736661.3333,2016,11,27,8,0,0,2017,408,114,408,102.4923
736661.375,2016,11,27,9,0,0,2017,408,114,408,102.4923
736661.4167,2016,11,27,10,0,0,2017,409,115,,
736661.4583,2016,11,27,11,0,0,2017,407,113,,
736661.5,2016,11,27,12,0,0,2017,408,114,,
736661.5417,2016,11,27,13,0,0,2017,407,113,,
736661.5833,2016,11,27,14,0,0,2017,408,114,408,102.4923
736661.625,2016,11,27,15,0,0,2017,409,115,409,103.3993
736661.6667,2016,11,27,16,0,0,2017,414,120,414,107.9343
736661.7083,2016,11,27,17,0,0,2017,415,121,415,108.8413
736661.75,2016,11,27,18,0,0,2017,415,121,415,108.8413
736661.7917,2016,11,27,19,0,0,2017,415,121,415,108.8413
736661.8333,2016,11,27,20,0,0,2017,416,122,,
